Time	Ticks	Date	Temperature	Shutter	Lichtmenge	ThermoBad	TempExt	SollTemp	TempablMz	AmpCut.5	TauCut.5	ErrCut.5	GCut'.5	GCut''.5	GCutNP.5	GCutErr.5	AmpAll.5	TauAll.5	ErrAll.5	GAll'.5	GAll''.5	GAllNP.5	GAllErr.5	TimeOffsLipp
Time	100 ns ticks since 1.1.0001	Date	Temperature	Shutter	Lichtmenge	Temperatur_Thermostatbad	Temperatur_Extern	Solltemperatur	TemperaturableitungMesszelle	AmpCut.5	TauCut.5	ErrCut.5	GCut'.5	GCut''.5	GCutNP.5	GCutErr.5	AmpAll.5	TauAll.5	ErrAll.5	GAll'.5	GAll''.5	GAllNP.5	GAllErr.5	TimeOffset to Spectrometer
s			°C		W/cm²	°C		°C	K/s	Vs	sec		Pa	Pa	Pa	Pa	Vs	sec		Pa	Pa	Pa	Pa	s
2580.071	6.3387572459931418E+17	03.09.2009 11:00:59.931	20	0	-2E-10	19.68	29.286	20	-9.39239456522372E-06	6.18463442383869E-09	2.82258276684027E-05	4.92763101647142E-05					4.37695000921006E-08	2.81974052459227E-05	1.67560233421682E-06					-0.049503
2610.072	6.3387572489931315E+17	03.09.2009 11:01:29.931	20	0	-2E-10	19.68	29.266	20	-1.12454146698832E-05	6.1831299989945E-09	2.82258229651041E-05	4.74935659440234E-05					4.37582832483304E-08	2.81974020189164E-05	6.77295065543149E-06					-0.0311864
2640.073	6.338757251993129E+17	03.09.2009 11:01:59.931	20	0	-2E-10	19.68	29.231	20	-1.23283982701011E-05	6.18114830378508E-09	2.82258253571881E-05	4.95962958666496E-05					4.37424138436554E-08	2.81974027455271E-05	3.36124412569916E-06					-0.0441214
2670.074	6.3387572549930675E+17	03.09.2009 11:02:29.930	20	0	-2E-10	19.66	29.016	20	1.46906029646234E-07	6.1797561001886E-09	2.82258304024212E-05	4.692670336226E-05					4.37296259024173E-08	2.81974028873522E-05	2.06597496799077E-06					-0.025802
2700.075	6.3387572579930893E+17	03.09.2009 11:02:59.930	20	0	-2E-10	19.68	28.89	20	-4.77091779583223E-06	6.1788768137066E-09	2.82258263533636E-05	4.6539818868041E-05					4.37217519315785E-08	2.81974012553923E-05	1.56380565385916E-06					-0.0393236
2730.076	6.3387572609930714E+17	03.09.2009 11:03:29.930	20	0	-2E-10	19.66	28.749	20	-8.24650976084274E-06	6.17810446747242E-09	2.82258235923886E-05	4.49648578069173E-05					4.37141288082346E-08	2.81973979642732E-05	3.71789201381034E-06					-0.0375938
2760.076	6.3387572639930816E+17	03.09.2009 11:03:59.930	20	0	-2E-10	19.67	28.58	20	-7.76216987046953E-06	6.17769651023078E-09	2.82258269178711E-05	4.5817516365787E-05					4.3708398923352E-08	2.81973962934572E-05	3.36457856064953E-06					-0.035864
2790.077	6.3387572669930189E+17	03.09.2009 11:04:29.930	20	0	-2E-10	19.68	28.438	20	-1.17850818609907E-05	6.17729251373905E-09	2.82258217201275E-05	4.31566986662801E-05					4.37086629733466E-08	2.81973921319595E-05	1.862257704488E-06					-0.0341342
2820.078	6.3387572699929907E+17	03.09.2009 11:04:59.929	20	0	-2E-10	19.67	28.366	20	-1.13060290718431E-05	6.17693670637134E-09	2.82258252404981E-05	4.37238268204965E-05					4.36958565486089E-08	2.81973952948532E-05	6.1301575442485E-06					-0.03239
2850.079	6.338757272992951E+17	03.09.2009 11:05:29.929	20	0	-2E-10	19.67	28.344	20	-1.44373267182284E-06	6.1759471790166E-09	2.82258223835969E-05	3.97384901589248E-05					4.36961945326019E-08	2.8197391271295E-05	5.07427739648847E-06					-0.0306575
2880.08	6.3387572759929792E+17	03.09.2009 11:05:59.929	20	0	-2E-10	19.68	28.408	20	-7.76250898062129E-06	6.17048200425353E-09	2.82258283153582E-05	4.13660636695568E-05					4.36480634995877E-08	2.81973993339538E-05	2.82275755125738E-06					-0.0445395
2910.081	6.3387572789929626E+17	03.09.2009 11:06:29.929	19.99	0	-2E-10	19.67	28.444	20	-2.96838158039178E-05	6.1728419510802E-09	2.82258315989489E-05	4.41601587226614E-05					4.36685696221677E-08	2.81974013544756E-05	2.54413066613779E-07					-0.042807
2940.081	6.3387572819929254E+17	03.09.2009 11:06:59.929	20	0	-2E-10	19.67	28.364	20	-2.13689308408009E-05	6.17507515390946E-09	2.82258309993493E-05	4.44696415797807E-05					4.36825985983804E-08	2.81974032545431E-05	1.4994744788055E-06					-0.0410763
2970.082	6.3387572849929382E+17	03.09.2009 11:07:29.929	20	0	-2E-10	19.67	28.355	20	-3.37842098824866E-05	6.17606402113921E-09	2.82258275164993E-05	4.51270898338407E-05					4.36996351040315E-08	2.81973980536425E-05	2.63838933278748E-06					-0.0393456
3000.083	6.33875728799294E+17	03.09.2009 11:07:59.929	19.99	0	-2E-10	19.67	28.338	20	-1.55798745608948E-05	6.17658287937858E-09	2.82258322744394E-05	4.83354997413699E-05					4.36984548005557E-08	2.81973992057284E-05	3.02337548419018E-06					-0.053466
3030.084	6.33875729099288E+17	03.09.2009 11:08:29.928	20	0	-2E-10	19.68	28.213	20	-2.46450104604597E-05	6.17780741122851E-09	2.82258277156372E-05	4.5657066948479E-05					4.37079209928618E-08	2.8197398333407E-05	1.13630517262209E-06					-0.0363032
3060.085	6.3387572939928422E+17	03.09.2009 11:08:59.928	19.99	0	-2E-10	19.67	28.167	20	-3.55012317429969E-05	6.17568907014689E-09	2.8225830025759E-05	4.62197313026991E-05					4.37061280933985E-08	2.81973975523976E-05	3.0627413707407E-06					-0.05039
3090.086	6.3387572969928026E+17	03.09.2009 11:09:29.928	20	0	-2E-10	19.67	28.128	20	-1.02078471953243E-05	6.177929534351E-09	2.8225831362169E-05	4.81888309877831E-05					4.37200514496134E-08	2.81973981430117E-05	3.43558212989592E-06					-0.0487922
3120.086	6.3387572999927232E+17	03.09.2009 11:09:59.927	20	0	-2E-10	19.66	28.19	20	1.85656238223954E-05	6.17983861581191E-09	2.82258252938039E-05	4.8392732423963E-05					4.37316432443759E-08	2.81973971638358E-05	1.92337574844714E-06					-0.0459092
3150.087	6.3387573029925261E+17	03.09.2009 11:10:29.925	19.99	0	-2E-10	19.68	28.164	20	-6.03404171448652E-06	6.17889265670628E-09	2.82258349887869E-05	4.52581116405781E-05					4.37254512720028E-08	2.81974021471418E-05	1.27572559449618E-06					-0.0430232
3180.088	6.3387573059923315E+17	03.09.2009 11:10:59.923	20	0	-2E-10	19.67	28.103	20	-1.08195615923382E-05	6.18037529742592E-09	2.82258294658656E-05	4.58436879853252E-05					4.37415107926739E-08	2.81974010086555E-05	1.12673865260149E-06					-0.0401387
3210.089	6.3387573089922534E+17	03.09.2009 11:11:29.922	20	0	-2E-10	19.69	27.627	20	-1.48806216397063E-05	6.18442846484291E-09	2.82258248509648E-05	4.69198603241239E-05					4.37609924012749E-08	2.81973994116662E-05	3.03623733088898E-06					-0.0372557
3240.09	6.3387573119920934E+17	03.09.2009 11:11:59.920	20	0	-2E-10	19.68	27.478	20	2.0881844512723E-05	6.18505756395502E-09	2.82258197746468E-05	4.66649180452805E-05					4.37700810020887E-08	2.81973919299073E-05	1.50818596011959E-06					-0.0499964
3270.091	6.3387573149919181E+17	03.09.2009 11:12:29.919	20	0	-2E-10	19.66	27.883	20	4.55421415770315E-05	6.18505492345508E-09	2.82258205753271E-05	4.73029940621927E-05					4.37802073193814E-08	2.81973920115053E-05	5.25904397363774E-06					-0.0471134
3300.091	6.338757317991776E+17	03.09.2009 11:12:59.917	20	0	-2E-10	19.68	28.092	20	4.4594758248672E-05	6.18636461142825E-09	2.822581854327E-05	4.73034451715648E-05					4.37881578647185E-08	2.81973905485699E-05	3.42561452271184E-06					-0.0443434
3330.092	6.3387573209916173E+17	03.09.2009 11:13:29.916	19.99	0	-2E-10	19.67	28.027	20	2.48938193990137E-06	6.18663988354762E-09	2.82258153953117E-05	5.00511523569003E-05					4.37965229685472E-08	2.81973890448354E-05	3.81831887352746E-06					-0.0416526
3360.093	6.338757323991511E+17	03.09.2009 11:13:59.915	19.99	0	-2E-10	19.67	27.907	20	-7.24941649571101E-06	6.18733499515838E-09	2.8225817483346E-05	4.81570132251363E-05					4.38040272693935E-08	2.81973893129431E-05	3.99453983845888E-06					-0.0233367
3390.094	6.3387573269913651E+17	03.09.2009 11:14:29.913	20	0	-2E-10	19.69	27.943	20	9.2355881789919E-06	6.18785979452263E-09	2.82258189464029E-05	4.57959358755033E-05					4.38121679307268E-08	2.81973886970726E-05	3.4590921131894E-06					-0.036314
3420.095	6.3387573299912909E+17	03.09.2009 11:14:59.912	20	0	-2E-10	19.68	27.916	20	1.73970013580248E-05	6.19092475483486E-09	2.82258131811161E-05	4.70593477075454E-05					4.38257691459483E-08	2.81973891730609E-05	4.32010347140022E-06					-0.033451
3450.096	6.3387573329911667E+17	03.09.2009 11:15:29.911	20	0	-2E-10	19.68	27.821	20	2.18272574505346E-05	6.19259487105066E-09	2.82258135949345E-05	4.70616796519607E-05					4.38400832961551E-08	2.81973917259124E-05	4.46724288849509E-06					-0.030568
3480.096	6.3387573359910861E+17	03.09.2009 11:15:59.910	20	0	-2E-10	19.67	27.801	20	3.1373232623608E-05	6.19202254268738E-09	2.82258208646843E-05	4.53312568424735E-05					4.38446355180619E-08	2.8197393604609E-05	4.3253044168523E-06					-0.027685
3510.097	6.3387573389910042E+17	03.09.2009 11:16:29.910	20	0	-2E-10	19.67	27.622	20	1.66729371083016E-05	6.19204894768684E-09	2.82258258668113E-05	4.57435271528084E-05					4.38491745374689E-08	2.81973939892853E-05	2.84360453406407E-06					-0.024802
3540.098	6.338757341990985E+17	03.09.2009 11:16:59.909	20	0	-2E-10	19.67	27.714	20	8.44195283130335E-06	6.19374282840215E-09	2.82258234013862E-05	4.26383485319093E-05					4.38581495967851E-08	2.81973941097394E-05	2.7990790840704E-06					-0.021919
3570.099	6.3387573449909158E+17	03.09.2009 11:17:29.909	20	0	-2E-10	19.68	27.659	20	-7.05353860345463E-06	6.19413626289409E-09	2.82258184393297E-05	4.20788164774422E-05					4.3865284227639E-08	2.81973925574348E-05	5.6382732509519E-06					-0.026848
3600.1	6.3387573479908045E+17	03.09.2009 11:17:59.908	19.99	0	-2E-10	19.68	27.707	20	-1.6485139767912E-05	6.19617802947727E-09	2.82258149621866E-05	4.57861387985758E-05					4.38810084048169E-08	2.8197391352893E-05	3.80939673050307E-06					-0.0317771
3630.101	6.3387573509908518E+17	03.09.2009 11:18:29.908	20	0	-2E-10	19.67	27.617	20	-1.91239588519596E-05	6.19859408692779E-09	2.82258141587135E-05	4.25116922997404E-05					4.3901612225895E-08	2.81973918191672E-05	3.21100151268183E-06					-0.0288941
3660.102	6.3387573539907738E+17	03.09.2009 11:18:59.907	20	0	-2E-10	19.66	27.636	20	3.20350981582295E-06	6.19916311466614E-09	2.82258127936471E-05	4.30531945312396E-05					4.39117623076871E-08	2.81973912887803E-05	4.37133894592989E-06					-0.0338246
3690.103	6.3387573569906534E+17	03.09.2009 11:19:29.906	20	0	-2E-10	19.67	27.263	20	-1.03265257655391E-05	6.20068272238502E-09	2.82258112383067E-05	4.01804245484527E-05					4.39239033264385E-08	2.81973909818164E-05	2.95402128358546E-06					-0.0231545
3720.104	6.3387573599906278E+17	03.09.2009 11:19:59.906	19.99	0	-2E-10	19.69	27.338	20	-3.17074694643722E-05	6.20072695075911E-09	2.82258144406637E-05	4.32291635661386E-05					4.39227863949613E-08	2.81973936123803E-05	4.42211876361398E-06					-0.0212235
3750.105	6.3387573629906022E+17	03.09.2009 11:20:29.906	20	0	-2E-10	19.69	27.505	20	-5.15990570107317E-05	6.20126165199816E-09	2.8225819367264E-05	4.48057689936832E-05					4.39276766008612E-08	2.81973975135415E-05	3.71719011127425E-06					-0.0349238
3780.106	6.3387573659906061E+17	03.09.2009 11:20:59.906	19.99	0	-2E-10	19.68	27.374	20	-2.18076334559851E-05	6.2051075401694E-09	2.82258087238257E-05	4.46875128545798E-05					4.39577571762451E-08	2.81973943312197E-05	2.87671537080314E-06					-0.0173765
3810.106	6.3387573689905587E+17	03.09.2009 11:21:29.905	20	0	-2E-10	19.67	27.413	20	2.32039112059868E-05	6.20635781689379E-09	2.82258102575523E-05	4.5942266297061E-05					4.39740437799116E-08	2.81973932607318E-05	6.863396265544E-06					-0.0154545
3840.107	6.3387573719905318E+17	03.09.2009 11:21:59.905	20	0	-2E-10	19.66	27.035	20	3.29696055846464E-05	6.20814543535718E-09	2.82258095106635E-05	4.6259581722552E-05					4.39887830506097E-08	2.81973934958117E-05	1.50250707520172E-06					-0.0135325
3870.108	6.3387573749904947E+17	03.09.2009 11:22:29.904	19.99	0	-2E-10	19.68	27.233	20	2.15607237047743E-05	6.20955810282825E-09	2.82258094035662E-05	4.57790047221351E-05					4.39993529718933E-08	2.81973928624558E-05	5.22805703440099E-06					-0.0194216
3900.109	6.3387573779904141E+17	03.09.2009 11:22:59.904	19.99	0	-2E-10	19.69	27.25	20	-2.61395780079978E-05	6.2112354804189E-09	2.82258037420982E-05	4.33663772128057E-05					4.40128960961159E-08	2.81973924408662E-05	4.18438821725431E-06					-0.0253118
3930.11	6.33875738099037E+17	03.09.2009 11:23:29.903	20	0	-2E-10	19.7	27.191	20	-3.49088810972472E-05	6.21262966439034E-09	2.8225806279893E-05	4.57386195193976E-05					4.40279627888073E-08	2.81973937872331E-05	1.61813159138546E-06					-0.0233898
3960.111	6.3387573839903846E+17	03.09.2009 11:23:59.903	20	0	-2E-10	19.68	27.234	20	5.58500335020797E-06	6.2136132506202E-09	2.82258132108654E-05	4.15370632254053E-05					4.40403388120539E-08	2.81973954677632E-05	2.10818529922108E-06					-0.0214678
3990.111	6.3387573869903181E+17	03.09.2009 11:24:29.903	20	0	-2E-10	19.67	26.928	20	2.77253661228507E-05	6.21737134216824E-09	2.82258129440934E-05	4.13241832575295E-05					4.40550094297534E-08	2.81973980866702E-05	2.80367635241419E-06					-0.0351876
4020.112	6.338757389990327E+17	03.09.2009 11:24:59.903	20	0	-2E-10	19.67	27.195	20	3.2249405362312E-05	6.21907182413341E-09	2.82258091823287E-05	4.56445814052131E-05					4.40736645618714E-08	2.81973974047441E-05	3.63272147296811E-06					-0.0338422
4050.113	6.3387573929902618E+17	03.09.2009 11:25:29.902	20	0	-2E-10	19.69	27.362	20	2.35700902102654E-05	6.22118554434012E-09	2.82258094528649E-05	4.8434656491736E-05					4.40907301130219E-08	2.8197397171607E-05	1.66989434546849E-06					-0.0324968
4080.114	6.3387573959902349E+17	03.09.2009 11:25:59.902	20	0	-2E-10	19.7	27.239	20	-2.38394625788047E-05	6.22273353743342E-09	2.82258069470051E-05	4.2290903365938E-05					4.4104249472745E-08	2.819739821101E-05	3.86893952963874E-06					-0.0311507
4110.115	6.3387573989902285E+17	03.09.2009 11:26:29.902	20	0	-2E-10	19.68	27.163	20	-2.02416076562467E-05	6.22313027255029E-09	2.82258060635126E-05	4.56012494396418E-05					4.41131057095636E-08	2.81973987161405E-05	2.9325963168958E-06					-0.0298053
4140.115	6.3387574019902771E+17	03.09.2009 11:26:59.902	20	0	-2E-10	19.7	27.159	20	8.66217554220582E-06	6.22583414449492E-09	2.82258075325193E-05	4.30758555012289E-05					4.41312089771928E-08	2.81974003966705E-05	2.69125871454889E-06					-0.0295319
4170.116	6.3387574049904525E+17	03.09.2009 11:27:29.904	20	0	-2E-10	19.68	26.797	20	2.00493248415108E-05	6.22359566066576E-09	2.82258072281054E-05	4.13076850236394E-05					4.41206971469081E-08	2.81974052789505E-05	3.56008354174264E-06					-0.0301109
4200.117	6.3387574079906266E+17	03.09.2009 11:27:59.906	20	0	-2E-10	19.68	27.011	20	1.95877379753722E-05	6.22479246726625E-09	2.82258162331482E-05	3.69514491467271E-05					4.41286239277458E-08	2.8197409115999E-05	2.70087389253604E-06					-0.0463159
4230.118	6.3387574109908006E+17	03.09.2009 11:28:29.908	20	0	-2E-10	19.68	26.955	20	1.48519591344172E-05	6.22582754324505E-09	2.82258106567996E-05	4.01944198529236E-05					4.4135402091107E-08	2.81974081387659E-05	2.01220859707973E-06					-0.0468949
4260.119	6.338757413990976E+17	03.09.2009 11:28:59.909	20	0	-2E-10	19.68	26.433	20	1.07235427029932E-05	6.2266355362285E-09	2.822581046859E-05	4.24376812588889E-05					4.41435585954399E-08	2.81974076530635E-05	1.23957602227165E-06					-0.0474361
4290.119	6.33875741699115E+17	03.09.2009 11:29:29.911	20	0	-2E-10	19.68	26.861	20	7.84133498541131E-06	6.22820267294641E-09	2.82258102040036E-05	4.30755317211151E-05					4.41550421297047E-08	2.81974086613816E-05	3.6590165564121E-06					-0.0480151
4320.12	6.3387574199913242E+17	03.09.2009 11:29:59.913	20	0	-2E-10	19.7	27.071	20	-5.59612576084172E-07	6.22853867656453E-09	2.82258076006391E-05	3.84901031793561E-05					4.4165136760998E-08	2.81974093063943E-05	3.66097310688929E-06					-0.048595
4350.121	6.3387574229915E+17	03.09.2009 11:30:29.914	20	0	-2E-10	19.7	27.154	20	2.21789991545325E-06	6.23086693739185E-09	2.82258111667871E-05	4.1312141547678E-05					4.41791895017102E-08	2.81974128675639E-05	3.07888421957614E-06					-0.0491734
4380.122	6.3387574259916736E+17	03.09.2009 11:30:59.916	20	0	-2E-10	19.7	27.311	20	2.57927105340513E-06	6.23272848985372E-09	2.82258132948919E-05	4.20964606746566E-05					4.4190089485487E-08	2.81974142255876E-05	5.71513453451189E-07					-0.0497524
4410.123	6.338757428991849E+17	03.09.2009 11:31:29.918	20.01	0	-2E-10	19.69	27.373	20	1.87707953243803E-05	6.23294699122425E-09	2.82258211750481E-05	3.85793209716212E-05					4.41943354094E-08	2.81974164695324E-05	2.37901144828356E-06					-0.0503308
4440.124	6.3387574319919693E+17	03.09.2009 11:31:59.919	20.01	0	-2E-10	19.67	27.367	20	6.85323100142836E-05	6.2323000687375E-09	2.8225815968319E-05	3.96168215957005E-05					4.41952041338822E-08	2.81974169804913E-05	3.32078661813284E-06					-0.0497508
4470.124	6.3387574349920282E+17	03.09.2009 11:32:29.920	20.01	0	-2E-10	19.68	27.387	20	6.4760039995358E-05	6.23261824898098E-09	2.822581709102E-05	4.18914460169617E-05					4.41997854012884E-08	2.81974161722826E-05	5.40692508366192E-06					-0.0476267
4500.125	6.3387574379920922E+17	03.09.2009 11:32:59.920	20	0	-2E-10	19.69	27.375	20	1.10143572746424E-05	6.23607796403512E-09	2.82258123859E-05	4.15811446146108E-05					4.42112583735534E-08	2.81974152261344E-05	4.62182288174517E-06					-0.0455037
4530.126	6.33875744099215E+17	03.09.2009 11:33:29.921	20	0	-2E-10	19.69	27.438	20	-2.94562013886664E-05	6.23463559093966E-09	2.82258163146248E-05	3.91642934118863E-05					4.42089400146009E-08	2.81974155525264E-05	4.25409234594554E-06					-0.0433818
4560.127	6.3387574439922291E+17	03.09.2009 11:33:59.922	20	0	-2E-10	19.68	27.517	20	-2.33843689727993E-05	6.23565350366882E-09	2.82258140172527E-05	3.75762392650358E-05					4.42151187844744E-08	2.81974151406508E-05	3.73884063264995E-06					-0.0490712
4590.128	6.3387574469922662E+17	03.09.2009 11:34:29.922	20	0	-2E-10	19.68	27.527	20	-4.46729409551822E-06	6.23537031004962E-09	2.8225815827101E-05	4.22991543018725E-05					4.42181791239117E-08	2.81974145616936E-05	2.85882970274542E-06					-0.0547606
4620.128	6.3387574499923469E+17	03.09.2009 11:34:59.923	20	0	-2E-10	19.66	27.336	20	1.37928625820989E-05	6.23560465441982E-09	2.82258185254204E-05	4.3963264033664E-05					4.42216408193408E-08	2.81974139866221E-05	5.88224156672368E-06					-0.0604533
4650.129	6.338757452992393E+17	03.09.2009 11:35:29.923	20	0	-2E-10	19.69	26.532	20	3.52850773969413E-06	6.23573205854221E-09	2.82258103685353E-05	4.57886781077832E-05					4.42230270818124E-08	2.81974121506672E-05	1.61655282227002E-06					-0.0584755
4680.13	6.3387574559924659E+17	03.09.2009 11:35:59.924	20	0	-2E-10	19.69	26.063	20	-3.89682342111579E-05	6.23693414614259E-09	2.82258146648153E-05	4.04726306442171E-05					4.42309538626501E-08	2.81974108606418E-05	5.13001577928662E-06					-0.0485401
4710.131	6.3387574589925018E+17	03.09.2009 11:36:29.925	19.99	0	-2E-10	19.73	25.519	20	-9.07795430094747E-05	6.23880428022929E-09	2.82258136625686E-05	4.32023080065846E-05					4.42328444606114E-08	2.81974135728037E-05	3.38553263645736E-06					-0.046416
4740.132	6.33875746199255E+17	03.09.2009 11:36:59.925	19.99	0	-2E-10	19.7	25.179	20	-9.49363347626923E-05	6.23635587665443E-09	2.8225811419838E-05	3.99519267375581E-05					4.42321156826263E-08	2.81974131881274E-05	3.30475040755118E-06					-0.0444012
4770.132	6.3387574649925862E+17	03.09.2009 11:37:29.925	20	0	-2E-10	19.71	25.179	20	-5.41519673386715E-05	6.23853098848489E-09	2.8225814290096E-05	4.18340714531951E-05					4.4247610136309E-08	2.81974099533498E-05	3.22791629514541E-06					-0.0584874
4800.133	6.3387574679926362E+17	03.09.2009 11:37:59.926	19.99	0	-2E-10	19.71	25.035	20	-3.77865679257825E-05	6.23980634995877E-09	2.82258057787696E-05	4.5336641051108E-05					4.42592098525714E-08	2.81974084282445E-05	2.20005449591554E-06					-0.056949
4830.134	6.3387574709926182E+17	03.09.2009 11:38:29.926	19.99	0	-2E-10	19.73	25.829	20	-3.31072639440474E-05	6.24049552044465E-09	2.82258088062737E-05	4.70553895866033E-05					4.42598409320585E-08	2.81974066000608E-05	2.03178296942497E-06					-0.0397868
4860.135	6.3387574739926259E+17	03.09.2009 11:38:59.926	19.99	0	-2E-10	19.72	26.521	20	-3.31508999175407E-05	6.24072722431491E-09	2.82258075538902E-05	4.38760980614461E-05					4.42556821446436E-08	2.81974084321301E-05	2.93509378934687E-06					-0.0538738
4890.137	6.3387574769927834E+17	03.09.2009 11:39:29.927	20	0	-2E-10	19.72	26.668	20	2.22044884963737E-05	6.23983671570815E-09	2.82258153905761E-05	4.432646164787E-05					4.42459228568435E-08	2.81974120515839E-05	4.74904254588182E-06					-0.0523338
4920.137	6.3387574799927693E+17	03.09.2009 11:39:59.927	20	0	-2E-10	19.71	26.809	20	5.08011877963721E-05	6.23654401227558E-09	2.82258119577533E-05	4.32733941124752E-05					4.4225730953757E-08	2.81974152183632E-05	1.77464630723989E-06					-0.0507906
4950.138	6.3387574829928358E+17	03.09.2009 11:40:29.928	20.01	0	-2E-10	19.7	27.028	20	8.31546051083994E-05	6.23553006029635E-09	2.82258203532397E-05	4.18024792452343E-05					4.4213819658501E-08	2.81974179480103E-05	6.81405981595162E-06					-0.06486
4980.139	6.33875748599285E+17	03.09.2009 11:40:59.928	20.01	0	-2E-10	19.68	27.195	20	0.000108778228344734	6.23462832956481E-09	2.82258273149328E-05	4.21916738559958E-05					4.42062915931552E-08	2.81974292629321E-05	1.97500821741414E-06					-0.0633184
5010.14	6.3387574889928563E+17	03.09.2009 11:41:29.928	20.01	0	-2E-10	19.69	27.373	20	9.59718887720543E-05	6.23347971208834E-09	2.82258295630061E-05	4.32670822192449E-05					4.42016047057511E-08	2.81974288374568E-05	3.9239880607056E-06					-0.0617768
5040.141	6.3387574919928563E+17	03.09.2009 11:41:59.928	20.01	0	-2E-10	19.68	27.361	20	7.18863266175832E-05	6.23359721433593E-09	2.82258247135111E-05	3.74675073544495E-05					4.42007597457684E-08	2.81974279359933E-05	3.38766358254361E-06					-0.0602605
5070.142	6.338757494992887E+17	03.09.2009 11:42:29.928	20.01	0	-2E-10	19.68	27.454	20	5.0980476480543E-05	6.23459334294053E-09	2.82258112816557E-05	3.77833348466083E-05					4.42027454017278E-08	2.81974123585478E-05	4.94827372676809E-06					-0.0589088
5100.142	6.3387574979928589E+17	03.09.2009 11:42:59.928	20	0	-2E-10	19.69	27.475	20	2.68197679830041E-05	6.23517491305362E-09	2.8225792906079E-05	3.81871323043015E-05					4.42019717352436E-08	2.81973934666695E-05	6.26116570856539E-06					-0.0576474
5130.143	6.3387575009929037E+17	03.09.2009 11:43:29.929	20.01	0	-2E-10	19.68	27.624	20	2.09715265877957E-05	6.23422697357303E-09	2.82257891722423E-05	3.73799884982873E-05					4.4199510789294E-08	2.81973893440281E-05	5.24158804182662E-06					-0.0562992
5160.144	6.3387575039926874E+17	03.09.2009 11:43:59.926	20.01	0	-2E-10	19.67	27.705	20	1.47233312706969E-05	6.23437352132003E-09	2.82257825898827E-05	4.20107171521522E-05					4.41963448298589E-08	2.81973877178966E-05	3.01001614388952E-06					-0.0528706
5190.145	6.3387575069924045E+17	03.09.2009 11:44:29.924	20.01	0	-2E-10	19.67	27.103	20	1.54512499791433E-05	6.23312588509558E-09	2.82257877248493E-05	4.04370402975474E-05					4.41902637584834E-08	2.81973904747431E-05	3.23059794027358E-06					-0.0644386
5220.146	6.3387575099921587E+17	03.09.2009 11:44:59.921	20.03	0	-2E-10	19.63	25.944	20	8.53405975951612E-05	6.23033355640277E-09	2.82258418214046E-05	4.15230351791251E-05					4.41418211464755E-08	2.81973472336351E-05	3.39270673066494E-06					-0.0447667
5250.146	6.3387575129918746E+17	03.09.2009 11:45:29.918	20.06	0	-2E-10	19.54	25.565	20	0.000265227701976358	6.2402004445757E-09	2.82259189424366E-05	3.53528594132513E-05					4.4138380575046E-08	2.8197331683389E-05	2.31731019084691E-06					-0.0407158
